Name,Maths,English,PE,Art,History,IT,Biology,German
Cindy,71,28,41,39,71,88,70,22
Michael,93,90,34,62,18,100,25,88
Jessica,10,16,89,19,91,68,38,71
Cory,54,65,59,29,89,9,92,81
Rita,67,43,82,52,90,62,23,70
John,87,51,16,49,26,84,47,32
Jeffrey,20,70,21,67,63,77,55,32
Carolyn,68,8,73,45,66,78,87,83
Linda,98,39,93,16,6,47,90,47
Melissa,92,54,12,44,83,48,79,15
Matthew,10,88,32,12,63,10,54,59
Joseph,54,76,11,78,37,56,0,35
Jody,61,59,0,2,62,79,10,7
April,67,95,98,12,13,90,74,62
Margaret,75,27,27,62,39,23,24,46
Daniel,28,50,69,48,3,10,25,35
Wendy,89,34,0,45,89,47,43,55
Alfred,69,30,99,2,83,94,100,82
Stacy,39,80,53,74,16,21,96,51
Emma,81,71,49,28,96,54,100,87
Daniel,84,93,73,21,65,71,67,92
Joseph,0,24,46,59,95,11,54,67
Jesse,19,95,68,37,25,21,99,39
Rachel,93,72,57,16,89,25,45,41
Whitney,51,84,44,43,8,51,20,8
Kristina,52,67,26,58,24,78,32,30
Karen,0,83,14,25,73,49,93,36
Joshua,45,18,44,15,74,95,84,43
Patricia,62,30,49,77,10,47,65,18
William,26,61,19,65,88,37,62,61
Melissa,74,15,58,94,17,80,54,81
Michelle,39,79,8,14,4,97,64,78
Eric,25,29,46,96,49,43,28,63
Kelsey,6,33,80,34,45,43,33,87
Aaron,57,72,21,73,42,93,33,84
Sean,99,13,65,25,93,95,94,31
Tracy,79,67,0,2,86,68,23,50
David,57,41,74,5,80,55,94,79
Ryan,79,81,80,53,19,27,85,43
Charles,40,13,47,22,66,72,80,23
Susan,12,16,78,0,63,0,35,40
Julie,100,8,0,31,47,14,16,24
Cheryl,89,6,63,74,35,89,90,71
Mary,99,90,72,36,60,32,21,28
William,18,79,39,65,51,19,43,53
Ryan,4,56,38,4,54,62,35,62
Caleb,22,15,49,9,93,46,53,100
Michelle,67,36,23,3,56,68,7,11
Linda,70,89,9,63,60,75,64,77
Matthew,58,75,40,26,66,26,37,50
Alyssa,47,40,18,11,87,78,57,59
Sara,98,25,97,20,63,74,61,32
Michael,47,76,90,12,49,15,5,18
Melinda,35,88,77,53,81,87,88,14
Brittany,47,99,56,84,38,10,10,19
Daniel,56,83,47,18,31,6,23,85
Brenda,19,38,38,28,77,38,53,60
Zachary,50,45,63,32,84,27,61,59
Lauren,76,46,94,100,77,2,81,96
Debra,42,71,71,33,12,1,78,43
Jay,71,91,63,34,40,38,64,89
Tom,38,52,47,17,14,50,19,26
Nathan,58,7,26,79,94,97,2,13
Kim,100,60,66,22,7,90,34,17
Philip,42,42,20,43,64,59,63,9
Troy,15,78,56,57,59,13,83,24
Angela,34,6,15,59,60,93,35,99
Lynn,74,84,66,6,50,89,26,89
Amy,75,63,36,54,97,25,13,20
Zachary,37,92,62,89,58,46,2,91
Danielle,100,35,29,43,20,55,24,15
Randy,65,63,97,18,4,25,76,98
Tracy,25,61,70,64,90,51,43,48
Kevin,11,48,39,57,70,46,6,16
Michael,3,58,46,76,84,35,64,67
Gregory,9,46,25,95,52,98,41,37
Lisa,37,48,33,92,94,24,45,45
Christine,20,96,72,49,34,30,63,83
Matthew,85,36,19,62,47,87,1,74
Susan,7,53,18,30,93,85,64,8
James,37,19,12,78,78,97,66,100
Amber,40,92,10,85,1,40,84,67
Jonathan,80,32,57,67,60,51,96,62
Jennifer,34,81,20,24,17,52,81,36
Christine,53,89,60,46,92,58,55,59
James,87,24,15,79,5,88,90,25
Tanya,22,48,14,100,2,16,80,6
Stephanie,58,57,80,23,11,77,5,53
Stacy,81,26,33,5,96,68,99,98
Derrick,9,17,66,97,21,24,90,46
Martin,10,82,42,74,2,94,7,26
Shawn,16,67,39,2,57,80,45,83
John,3,23,10,74,3,0,41,15
Samantha,88,26,29,59,25,53,76,66
Nicholas,62,3,92,58,13,57,53,15
Joseph,69,82,28,65,9,99,19,85
Joseph,66,37,26,3,61,32,33,79
Aaron,71,90,52,45,20,43,26,69
Lee,57,99,6,56,11,50,16,69
Kimberly,0,45,68,76,97,81,42,99
David,39,45,33,23,51,29,92,74
Victoria,74,20,94,18,50,59,81,68
Nicholas,60,39,86,11,15,79,76,11
Joshua,99,74,0,19,63,33,11,54
Jill,33,87,65,75,33,79,14,10
Michael,19,40,48,29,16,96,10,28
David,65,62,10,21,53,7,35,12
Lisa,14,34,20,54,73,83,4,46
Chris,61,40,33,55,8,60,50,96
Alexandra,62,46,66,38,61,14,53,56
Michelle,72,28,20,0,0,3,0,2
Phyllis,68,88,84,19,79,73,85,43
Lauren,44,38,88,90,61,33,3,86
Ashley,26,86,80,76,61,34,46,84
Joshua,78,68,22,62,80,41,49,73
Jeffrey,45,81,36,67,39,82,41,53
Thomas,89,29,1,32,6,22,62,12
Brian,6,28,85,83,24,2,93,53
Sandra,59,67,43,8,61,40,7,5
Marc,91,50,49,16,73,41,21,11
Ivan,41,68,20,26,55,92,30,30
Traci,48,22,50,14,23,2,31,40
Kristin,47,71,97,99,98,54,38,84
Samantha,92,3,97,19,49,72,25,84
Patricia,35,26,5,83,39,2,16,93
Joanna,76,36,87,64,66,89,19,55
Tracy,69,68,30,21,3,84,93,69
Kathryn,48,12,34,67,18,22,100,59
Kyle,92,73,36,55,90,90,31,91
Kristina,68,57,15,81,95,43,28,89
Donna,15,64,56,41,29,1,8,65
Morgan,69,52,90,76,51,86,63,42
Mary,60,98,4,60,33,63,46,35
Jennifer,80,87,45,47,9,36,98,12
Robert,55,9,51,87,74,47,76,73
Noah,59,1,48,58,73,1,96,88
James,62,70,22,60,71,54,15,48
Gary,80,19,87,75,94,51,26,18
Kevin,3,94,18,76,8,15,14,37
Andrew,14,98,2,18,5,57,34,37
Joel,24,32,75,63,66,20,52,11
Ashley,39,25,81,65,51,65,54,89
Jeff,76,50,99,73,87,80,60,77
John,49,27,65,59,62,3,5,8
Dave,47,16,68,34,75,69,35,65
Nicole,13,98,94,69,50,87,23,69
Nicole,31,0,59,64,11,4,9,99
Jacqueline,92,26,40,10,93,82,74,53
Deanna,12,63,71,89,36,64,18,79
Eric,84,55,35,73,67,91,66,65
Dustin,13,50,34,11,63,1,53,53
Brian,28,31,85,84,96,83,29,65
Brian,61,57,79,66,26,39,88,54
Stephanie,94,48,7,54,18,85,0,32
Elizabeth,54,89,79,14,70,65,8,63
Richard,11,93,32,95,61,85,87,36
April,60,64,93,8,5,21,80,46
Brenda,96,93,43,79,2,23,97,8
Christopher,97,29,13,90,33,51,8,4
Kyle,82,81,75,15,68,24,35,26
Megan,7,21,79,39,74,76,93,57
Adam,44,40,84,13,60,86,97,13
James,73,40,45,19,78,89,57,3
Lisa,73,13,21,44,31,47,89,44
Angela,50,63,69,36,58,1,22,20
Kimberly,41,33,34,99,47,6,50,74
Cynthia,96,82,2,59,2,57,17,56
Melissa,35,83,5,70,85,22,22,15
Caitlin,94,64,14,73,73,72,54,49
Nicole,61,80,79,98,22,80,57,28
Rose,34,70,20,6,12,21,34,96
Beth,73,62,23,17,86,17,89,37
Sara,56,49,29,64,90,61,13,87
David,40,88,32,31,15,70,7,50
Carol,74,35,24,95,52,52,53,67
Cheryl,78,52,90,75,5,92,51,40
Lindsay,67,47,98,9,94,16,3,65
Willie,93,26,95,62,65,21,56,18
James,41,22,28,48,74,90,25,93
Joshua,14,34,79,89,89,95,5,88
Joshua,5,10,86,72,25,52,70,79
Oscar,19,69,83,40,21,48,4,74
Mark,91,66,91,36,87,56,26,34
Brianna,93,59,43,40,52,69,85,32
Joseph,32,84,21,15,85,80,29,43
Susan,3,60,8,47,98,86,53,21
Tiffany,89,59,48,26,38,4,11,37
Matthew,92,77,80,99,28,91,63,27
Kimberly,87,71,12,100,45,54,2,84
Zachary,9,24,79,8,85,44,90,53
Amanda,90,92,57,13,40,84,17,74
Brian,46,77,59,90,48,78,84,26
Kristi,9,44,10,49,57,33,51,51
Christina,47,11,1,22,76,55,60,14
Joseph,84,10,19,53,12,48,70,82
Justin,6,95,21,53,4,80,76,67
Justin,35,33,74,62,1,45,71,12
Adam,73,6,8,7,49,41,57,64
Jenna,79,70,89,4,98,30,54,56
Samantha,67,85,44,19,7,83,10,84
Laura,66,95,64,90,42,96,69,42
Kelly,72,10,85,1,41,44,51,45
Richard,6,32,12,1,13,5,85,85
Jennifer,64,72,61,31,29,68,29,34
Kim,66,83,56,47,34,19,73,24
Lauren,34,70,36,75,44,18,81,39
Emily,75,50,28,88,73,27,57,57
James,64,31,47,83,45,10,3,23
Cynthia,5,51,58,71,76,69,29,41
Amy,48,35,5,8,10,13,38,61
Michael,48,19,83,79,11,58,67,0
Nichole,50,69,100,98,38,59,42,5
Paul,75,12,42,86,8,32,39,52
William,83,19,65,7,43,3,43,3
Anthony,82,29,21,23,55,24,40,14
Scott,83,72,24,24,17,61,81,95
Marcus,67,2,16,8,98,64,71,56
Michael,71,59,13,29,19,59,53,69
Juan,39,51,42,59,62,46,89,56
Julia,96,84,17,83,16,32,87,34
John,93,3,41,75,83,76,40,65
Anthony,40,59,15,61,52,92,47,28
Patricia,10,35,44,99,58,15,21,8
Felicia,76,7,9,91,2,89,76,94
Tabitha,23,16,62,16,22,34,17,98
Mark,88,28,58,57,18,10,26,41
Nathan,23,57,59,12,15,51,94,51
Lisa,97,88,57,36,72,79,31,11
Kimberly,93,36,2,63,70,50,69,90
Henry,85,84,99,65,85,33,41,13
Ashley,42,67,82,81,88,14,26,2
Sarah,30,38,97,27,76,96,97,35
Christopher,26,87,56,52,100,77,25,57
Matthew,27,43,3,76,42,33,37,57
Jennifer,85,77,62,18,65,30,19,0
Adrian,57,67,51,3,49,82,65,50
Tina,42,95,23,63,78,59,60,74
Megan,75,24,19,100,82,15,59,96
Virginia,93,88,79,96,67,58,5,66
Nicole,50,96,62,83,1,44,35,7
Melody,35,26,6,17,18,19,7,75
Andrew,66,56,4,78,78,3,20,91
Michelle,29,95,81,26,41,63,1,72
Jessica,73,99,6,82,57,97,82,89
Jeffrey,74,36,49,69,21,79,99,59
Courtney,97,80,88,17,74,37,40,16
John,67,11,84,49,30,77,11,34
Daniel,88,34,70,3,30,60,3,93
Andrew,8,9,71,65,93,6,52,62
Joshua,79,9,25,49,94,93,12,16
Alisha,10,70,22,12,27,93,92,62
Oscar,62,53,41,35,74,50,31,37
Mary,3,42,80,60,35,63,94,16
Erica,36,65,21,92,81,53,47,16
Holly,79,70,27,97,61,24,96,49
Robert,90,73,13,41,40,94,84,99
Margaret,58,7,80,37,90,14,45,97
Timothy,14,53,13,58,1,40,25,31
Scott,81,49,62,66,66,50,98,27
Amanda,9,22,68,44,50,97,0,91
Julie,96,11,43,28,100,84,15,62
Amanda,45,78,47,94,19,91,65,6
Kevin,73,5,100,20,34,60,92,83
Mark,81,65,57,84,60,9,47,83
Shannon,43,47,39,8,65,16,67,32
Christine,2,70,30,9,65,83,40,14
Lauren,45,66,9,1,23,78,41,96
Julia,6,95,67,15,59,11,75,61
Morgan,30,69,68,96,60,91,62,45
Rodney,90,17,92,13,53,21,87,21
Morgan,0,10,81,30,71,100,0,65
Darren,97,24,15,41,80,88,6,86
Monique,46,71,54,90,70,21,88,79
Jeffery,31,59,83,96,4,29,70,81
Kelli,50,81,15,65,28,0,89,60
Melissa,33,95,65,66,69,70,37,98
Angela,95,52,6,31,97,50,77,53
Vicki,23,80,85,93,22,37,72,87
Carol,18,51,55,60,12,96,12,13
Barbara,46,73,78,100,20,2,87,65
Connie,16,98,96,58,71,3,97,57
Darryl,67,90,75,67,58,94,35,44
Kristina,48,96,60,29,40,18,40,6
Cory,81,36,77,45,33,48,77,86
Anne,33,62,89,52,67,54,35,61
Katie,26,82,5,91,65,23,56,70
Michael,42,28,56,83,53,69,61,85
Danielle,20,28,45,19,22,33,23,74
Christine,53,14,57,40,27,62,26,65
Stefanie,37,85,99,33,36,93,59,63
Christopher,47,20,83,67,35,39,11,29
Anthony,53,2,13,80,2,1,0,34
Joseph,32,99,70,26,69,87,18,76
Stephanie,24,77,88,79,45,79,23,39
Dana,48,46,23,62,35,6,68,95
Andres,47,39,59,11,20,96,14,66
Brad,43,19,55,22,87,45,87,100
Robert,26,83,11,63,80,38,38,23
Tammy,23,55,34,46,51,28,27,4
Thomas,87,60,71,66,71,26,11,41
Matthew,63,34,63,69,79,82,12,28
Martin,54,13,17,46,54,56,79,37
Ashley,47,39,28,89,71,22,67,46
Jessica,65,41,48,92,35,4,81,72
Christina,11,54,62,32,19,89,70,77
Michael,81,7,64,96,70,38,30,42
Sherri,92,31,78,13,22,74,37,42
William,20,10,75,81,90,42,40,32
Jeremy,94,31,84,45,70,91,93,45
Tara,89,99,3,53,96,68,57,52
Jackie,98,36,11,59,75,18,0,75
Robert,28,74,30,69,32,92,82,2
Marcus,7,87,50,38,71,88,43,81
Courtney,90,74,52,71,89,42,50,16
Linda,1,79,82,40,97,97,13,92
Maria,91,45,44,86,2,74,2,23
Monica,11,54,22,91,36,73,85,12
Mary,26,98,18,70,22,66,99,0
Dustin,43,32,61,86,93,95,77,29
Charles,16,5,95,18,55,54,28,76
Laura,83,81,72,39,79,49,53,74
Brandon,49,5,54,34,51,87,87,79
John,17,52,13,75,50,2,24,99
Bruce,71,40,69,69,82,39,21,50
